name,cate,desc,dispellable,extendable,stealable
煌烨,其他,伤害提升15%，绝学范围+1（主动使用绝学攻击后移除）,false,false,false
煽动,其他,主动攻击「对战前」对自身2格范围内其他角色施加1个随机「有害状态」，并造成1次法术伤害（施术者法攻30%）（无法驱散）,false,false,false
熔铠,其他,遭受攻击「对战中」若目标携带「燃烧」状态，携带者免伤提升20%，且「对战后」有50%的几率对目标施加「晕眩」状态，持续1回合。（遭受攻击「对战后」移除）,false,false,false
燃烧,有害,行动结束时，损失12%最大气血的固定伤害。（上限2层）,true,false,false
燃焰,其它,无法获得再行动，护盾获得加成提高50%，行动结束时移除。,false,false,false
燕鸣,其他,物攻提高5%（上限2层）,false,false,false
燕鸣·壹,其他,物攻、物防提高5%（上限3层）,false,false,false
牵梦,其他,选择敌方作为目标时只能选中施加者，且与施加者对战时，伤害降低20%,false,false,false
狂乱,有益,物攻提高12%，伤害提高12%,true,false,false
狂意,其他,主动攻击发动「追击」（首击的0.4倍伤害）（主动攻击「对战后」移除）,false,false,false
狂魔,其他,范围绝学范围提升1，法攻增加10%,false,false,false
玄幽,其他,使用暗属相绝学攻击后对目标施加1个随机「有害状态」（使用暗属相绝学后移除）。,false,false,false
玄黄真壁,其他,遭受攻击受到伤害降低80%（遭受2次攻击后移除）,false,false,false
王者姿态,其他,反击伤害提高30%且反击射程+1，若攻击者为携带「战引」状态的敌方遭受攻击前获得护盾（最大气血的100%）。自身相邻1格开启「限制区域」：敌方移动力消耗+1。,false,false,false
现形,有害,「无法被选中」效果（「烟雾」地形除外）失效，遭受施加者攻击时「抵挡致命伤害」效果失效。遭受攻击后驱散自身2个「有益状态」。,false,false,false
瑞奏,其他,主动攻击造成暴击后，自身和施加者获得1点气力（暴击后消失）,false,false,false
生息,其他,免疫敌方造成的「传送」效果，「对战后」恢复气血（恢复量为施术者0.5倍法攻）并驱散1个「有害状态」。,false,false,false
电流,有害,遭受暴击率+20%,true,false,false
疫瘴,其他,携带者受到驱散「有害状态」的效果作用时，每层本状态防止1个「有害状态」（仅限满足可驱散）被驱散，并消耗对应层数（最多叠加3层，不可驱散）,false,false,false
疲弱I,有害,物攻，法攻-20%,true,false,false
疲弱II,有害,物攻，法攻-25%,true,false,false
百神礼盖,有益,「先祖庇佑」将以「百神礼盖」为中心张开且「先祖庇佑」范围内敌人无法获得「有益状态」。,false,false,false
盈尾,其他,盈盈佳人笑，百媚倾城欢（上限6层）,false,false,false
真法·无方幻界,其他,立即使气血低于50%的敌方所有不在冷却中的主动绝学获得1回合冷却。暗属相友方全属性+10%，且使用主动伤害或治疗绝学后，该绝学冷却时间-1。敌方每携带1个「有害状态」治疗和受治疗效果降低10%（最多降低30%）。,false,false,false
眩灭界,其他,法阵内敌方无法获得「有益状态」（不可驱散）,false,false,false
眩灭阵式,其他,友方落位时触发，对「眩灭界」内的阵眼外其他敌方造成1次固定伤害（最大气血的20%），且发生「眩灭界」内的「扰动」,false,false,false
眷,其他,识运知命，畴能罔眷。,false,false,false
瞬击,其他,近战攻击「对战前」对目标造成1次「固定伤害」（物攻的30%），并反转目标2个「有益状态」为「乱神II」和「断刺I」状态，持续2回合（不可驱散）
「乱神II」：伤害-20%
「断刺I」：暴击率-20%,false,false,false
破绽,其他,施加者处于「破绽」方向主动攻击「对战中」自身无法发动「抵挡致命伤害」效果，且「对战后」额外受到1次「固定伤害」（已损失气血的20%）。,false,false,false
破邪符,其他,自身不携带「有害状态」时，自身1格内的敌方角色无法被护卫（每层状态使作用范围扩大1格，最多叠加至2层（2格）,false,false,false
磐石,其他,免疫击退和拉拽，遭受攻击「对战中」免伤提高15%，且反击射程+1（不可驱散）,false,false,false
祛星,有益,主动攻击「对战后」，若目标存活，消耗状态，对目标及周围菱形2格敌人造成1次「固定伤害」（施术者法攻*0.5）,true,false,false
祝安,有益,行动结束时，恢复自身气血。（恢复量=施术者法攻*0.3）,true,false,false
神恩天泽,其他,法攻、暴击率提升6%（上限3层）,false,false,false
神意,其他,物攻物防提升9%（上限2层）,false,false,false
神护I,有益,物理免伤+10%,true,false,false
神护II,有益,物理免伤+20%,true,false,false
神护III,有益,物理免伤+25%,true,false,false
神睿I,有益,物攻、法攻+20%,true,false,false
神睿II,有益,物攻、法攻+25%,true,false,false
神算,其他,其他友方在自身2格范围内对友方目标使用非伤害绝学时，在绝学释放前对其所选目标的2格范围内所有友方驱散1个「有害状态」（每回合只能触发1次）,false,false,false
神行I,其他,移动力+1，使用伤害绝学造成暴击，该绝学冷却时间-1,false,false,false
神行II,其他,移动力+2，使用伤害绝学造成暴击，该绝学冷却时间-1,false,false,false
神行III,其他,移动力+3，使用伤害绝学造成暴击，该绝学冷却时间-1,false,false,false
禁咒烨域,其他,3格范围内敌方释放法术伤害绝学时法攻降低50%。(已入「[[状态/遮天蔽日|遮天蔽日]]」套餐),false,false,false
禁疗,有害,无法被治疗。,true,false,false
禁闭,其他,无法行动，且在对战中无法进行反击。行动结束时，对周围2格内所有友方施加1个随机「有害状态」（不可驱散，队友行动结束若处于自身1格范围移除）,false,false,false
福灵,其他,移动力+2，可跨越障碍，物攻的15%附加至物防、法防上,false,false,false
离场,其他,离场效果包含：「死亡」、「撤退」、「变身」等,false,false,false
离间,其他,无法获得「有益状态」，2格范围内每多1个其他友方，伤害降低10%（最多降低30%）（无法驱散）,false,false,false
移时,其他,最多储存自身最大气血的100%，「对战后」若自身未满血则恢复气血（储存总量的100%）（触发后消失）,false,false,false
移时·覆,其他,最多储存自身最大气血的100%，「对战后」若自身未满血则恢复自身3格范围内所有友方气血（储存总量的100%）（触发后消失）,false,false,false
空性,其他,物攻的15%附加至物防、法防上，自身3格范围内友方受到攻击后，对攻击者造成1次物理伤害（受击人数（上限5人）*（物攻的0.4倍）），并进入「报怒」状态，持续2回合（不可驱散）,false,false,false
笃守,其他,免伤+15%，自身相邻1格开启「限制区域」：敌方移动力消耗+1。,false,false,false
策厉,其他,法攻+15%，自身相邻1格开启「引导区域」：「侠客」「铁卫」职业的友方移动力消耗-1,false,false,false
精准,有益,物理，法术穿透+20%,false,false,false
结党,其他,免疫「有害状态」，遭受攻击时，2格范围内每多1个其他友方时，伤害和免伤提高10%(最多提高30%)（无法驱散）,false,false,false
绝心,其他,每层「绝心」状态，全属性提高4% （不可驱散）。若达到5层，则转化为「执戮」状态。,false,false,false
缀甲,其他,代替2格内友方承受攻击。,false,false,false
缀甲,其他,代替2格内友方承受攻击，遭受攻击「对战前」恢复自身25%气血，驱散1个「有害状态」（每回合触发1次）,false,false,false
罔效I,有害,受治疗效果降低20%,true,false,false
罡震,其他,遭受攻击「对战前」对自身1圈内所有敌人造成1次「固定伤害」（物防的100%），并对攻击目标施加「封劲」状态，持续1回合。
「封劲」：主动绝学射程-1,false,false,false
羽敕,其他,当敌方行动结束时，如果在警戒范围内，则立刻受到施术者0.7倍物攻的物理伤害，并发生1圈内「扰动」效果（累积触发3次后消失，每触发1次降低「垂翎庇世」1回合冷却）,false,false,false
羽敕·亢,其他,当敌方行动结束时，如果在警戒范围内，则立刻受到施术者1倍物攻的物理伤害，并发生2格内「扰动」效果，施加「电流」状态，持续2回合（累积触发3次后消失每触发1次降低「垂翎庇世」1回合冷却）
「电流」：遭受暴击率+20%,false,false,false
芬芳I,有益,治疗效果提高20%,true,false,false
芬芳II,有益,治疗效果提高30%,true,false,false
花火,其他,「花火」：每层提高3%/4%/5%/6%法攻。主动释放绝学后，减少一层「花火」。行动结束时，如果未释放绝学，增加一层「花火」。每当有敌方角色死亡后，刷新至最大层数。（上限4层）,false,false,false
苦咒,其他,法术穿透提高20%，造成伤害后，对目标施加1个随机「有害状态」（不可驱散）,false,false,false
蓄劲,其他,暴击率提升20%（可叠加，主动攻击触发暴击后移除）,false,false,false
蓄电,有益,暴击率+30%（暴击后消耗）,true,false,false
藏元,其他,遭受暴击率-100%,false,false,false
虚弱,其他,无法使用主动绝学,false,false,false
虚损I,有害,物理免伤-10%,true,false,false
虚损II,有害,物理免伤-20%,true,false,false
虚损III,有害,物理免伤-25%,true,false,false
虚梦之境,其他,敌方无法触发再移动和自身赋予的再行动，且使用伤害绝学后若处于范围内，获得「幻梦」状态，持续1回合。
「幻梦」：无法行动，且在对战中无法进行反击（其他友方使用主动绝学后若处于自身2格范围内，移除该状态）,false,false,false
蚀御I,有害,物防-20%,true,false,false
蚀御II,有害,物防-25%,true,false,false
蚀魔I,有害,法防-30%,true,false,false
蚀魔II,有害,法防-35%,true,false,false
蛇毒,其他,行动结束时，损失20%气血,true,false,false
蜕皮,其他,全属性提高5%（上限4层）,false,false,false
血咒,其他,伤害和免伤提高20%，「对战后」恢复伤害数值50%的气血。行动结束时，损失自身当前气血25%。,false,false,false
血噬,其他,行动结束时，对2格范围其他友方施加「血魂」状态，持续2回合。胧夜遭受攻击后未死亡则对其造成损失气血同等伤害（无法免疫）,false,false,false
血契,其他,胧夜遭受攻击后未死亡则对其造成损失气血同等伤害（无法免疫，不可驱散）,false,false,false
血魂,其他,胧夜主动攻击「对战前」对所有携带「血魂」状态的敌方造成1次法术伤害（施术者法攻的40%）,false,false,false
血魂之系,其他,回合开始时，损失自身15%当前气血，攻击「殷千炀」触发其免死者死亡后移除。,false,false,false
血龙壁,其他,无法使用主动绝学，受治疗效果降低50%，无法发动「抵挡致命伤害」的效果。,false,false,false
裂伤,有害,受治疗效果-10%；行动结束时，遭受1次「固定伤害」（施加者物防+法防的20%）。（可驱散、最多共存4个）,true,false,false
裂网,有害,受治疗效果、护盾获得加成降低30%，护盾破碎时对2格范围内所有友方施加2层「冰霜」状态，持续2回合（不可驱散）,false,false,false
觉破,其他,暴击率、暴击伤害提高10%。无需处于「破绽」方向即可触发效果。若处于「破绽」方向主动攻击「对战中」暴击率、暴击伤害额外提高10%。,false,false,false
觉醒之力,其他,累积6层将激活「圣枪之力」状态，持续2回合,false,false,false
警觉,其他,护盾获得加成+50%，暴击率+15%，移动力+1（上限2层）,false,false,false
讹心,其他,若携带者行动结束时的「有益状态」大于2个，则携带者至少保留2个「有益状态」并将其余「有益状态」转移至施加者（最多转移6个），且施加者获得1层「心念」状态。,false,false,false
论道,其他,携带者主动使用绝学后，恢复施加者30%气血并使其获得1个随机「有益状态」。,false,false,false
识破,其他,若攻击前移动距离大于1格，则伤害、暴击率降低20%。,false,false,false
调和,其他,伤害大幅降低，减免绝大部分伤害，免疫「固定伤害」，下回合开始时移除。,false,false,false
豪侠,其他,「对战中」伤害提高15%，遭受近战攻击「对战前」发动「先攻」（每回合发动1次）（不可驱散）,false,false,false
贮酿,其他,最多储存自身最大气血的50%，行动结束时，自身受到1次伤害（储存总量的50%）（不可驱散，不可免疫，必定在2回合内消化储存总量）,false,false,false
起势,有益,移动力+1，可跨越障碍,true,false,false
超载,其他,法攻、物理免伤+20%，主动攻击造成伤害时，50%概率施加「禁闭」状态，持续1回合。（不可驱散，无法获得「魂魄之力」）
「禁闭」：无法释放技能和移动，行动结束时，对周围2格内所有友方施加1个随机「有害状态」（不可驱散，队友行动结束若处于其1格范围移除）,false,false,false
蹈火,其他,伤害提升10%，自身在友方「真炎」地形上移动时不消耗移动力。,false,false,false
转厄生天,其他,受到法术伤害降低25%，遭受法术攻击时，使1个有害状态变为随机「有益状态」（不可驱散，遭受法术攻击后移除）,false,false,false
辟厄,有益,免疫「封脉」,true,false,false
辟攻,有益,免疫物攻、法攻降低,true,false,false
辟秽,有益,免疫「污秽」,true,false,false
辟防,有益,免疫物防、法防降低,true,false,false
辟险,有益,免疫敌方造成的位移效果（位移效果包含：「击退」「拉拽」）,true,false,false
达摩,其他,遭受「固定伤害」提升30%，遭受攻击「对战后」额外受到1次「固定伤害」（施术者法攻的30%）,false,false,false
达摩·壹,其他,遭受「固定伤害」提升50%，遭受攻击「对战后」额外受到1次「固定伤害」（施术者法攻的30%）,false,false,false
迅捷I,有益,移动力+1,true,false,false
迅捷II,有益,移动力+2,true,false,false
迅捷III,有益,移动力+3,true,false,false
迅目I,有益,会心+30%,true,false,false
迅目II,有益,会心+40%,true,false,false
过量治疗,其他,使用治疗绝学时，治疗量超出了受治疗者的生命恢复上限,false,false,false
连潮,其他,下一次普攻必定发动连击（0.3倍伤害，主动普攻后移除）。,false,false,false
连潮·贰,其他,下一次普攻必定发动连击（0.3倍伤害，主动普攻后移除），若攻击前目标处于友方「霜冻」地形上，连击倍率提高0.2倍，且战后随机1个绝学冷却-1。,false,false,false
迟缓I,有害,移动力-1，无法护卫,true,false,false
迟缓II,有害,移动力-2，无法护卫,true,false,false
迟缓III,有害,移动力-3，无法护卫,true,false,false
迷心,有害,行动结束对自身以及周围1圈友方造成「固定伤害」（目标最大气血*25%）（不可驱散）,false,false,false
迷心II,有害,行动结束对自身以及周围1圈友方造成「固定伤害」（目标最大气血*25%）与方芸「对战中」除气血外全属性降低20%（不可驱散）,false,false,false
追命,有害,无法使用主动「绝学」，与青「对战中」除气血外全属性降低20%，死亡后随机传递给3格范围1名其他友方（死亡传递只触发1次）。,false,false,false
送清明,其他,自身2格范围内，友方主动发起对战，且优先攻击时，则在「对战前」为其施加「命蕴」效果，持续2回合（每回合只能触发2次）[若协攻对象为聂小倩，则「对战前」为其施加「极意II」「神护II」效果，持续1回合，且聂小倩所有主动绝学冷却时间减少1回合],false,false,false
逆阙,有害,被施加的治疗直接转变为治疗量的50%伤害,true,false,false
速行,有益,直线移动时移动力+1,true,false,false
遁地,其他,移动力和绝学范围+1，不可被敌方选中，受到的物理伤害减少60%。主动攻击进入对战提前结束「遁地」状态。,false,false,false
遏心,其他,移除「空性」和「报怒」状态，存在时无法获得「报怒」和「空性」状态，自身无法移动，无法攻击，无法反击（不可驱散，每场战斗仅触发1次）,false,false,false
遮天蔽日,其他,免疫「封脉」「晕眩」「禁闭」「位移」「传送」「封 劲」「封缄」「颤栗」「魅惑」「嘲讽」「疫瘴」「逆阙」「麻痹」「断骨」「异心」「怵惕」「移动限制」「 气血交换」「冷却增加/无法减少」「禁止再移动/再行动」「主动「绝学」禁用」效果且减免大部分「百分比伤害」无视「烟雾」地形、「 禁咒烨域」效果,false,false,false
酒,其他,受治疗效果增加10%。携带2层时，主动使用绝学或普攻前驱散自身1个「有害状态」并恢复气血（恢复量为施术者法攻的0.5倍）（触发后消耗）。,false,false,false
酒困,其他,伤害-30%，免伤和治疗效果+30%，无法食用「美味的紫霜云芝」,false,false,false
酷吏,有益,物攻+4%，物穿+2%（上限4层，不可驱散）,false,false,false
酷吏II,有益,物攻、物穿+4%，大于等于4层时绝学射程+1，获得6层时随机伤害绝学冷却时间-2（上限6层）,false,false,false
醉仙望月步,其他,移动力+1，可跨越障碍，主动普攻触发「连击」，造成0.4倍伤害,false,false,false
醒神,有益,免疫「绝学冷却增加」的效果（不可驱散）,false,false,false
重击·崩山,其他,暴击率提升20%，发动「追击」（首击的0.3倍伤害）,false,false,false
重击·散魂,其他,对选取的目标施加「逆阙」状态，持续1回合，对其2格范围内所有敌方造成1次物理伤害（0.2倍物攻）。
「逆阙」：被施加的治疗直接转变为治疗量的50%伤害,false,false,false
重击·神威,其他,伤害提高20%，造成伤害后施加「电流」状态，持续2回合。
「电流」：遭受暴击率+20%,false,false,false
金身,其他,物理免伤提高20%，代替2格内友方承受物理攻击（「对战后」消失）,false,false,false
链锁,其他,只可朝施加者移动，行动结束时若处于施加者3格外则将「链锁」替换为「禁闭」，持续1回合。,false,false,false
锢步,有害,无法触发再移动和自身赋予的再行动,true,false,false
镜朦胧,其他,气血以外的全属性提高6%（上限4层）,false,false,false
闪避,其他,躲闪对战中的1次攻击（不可驱散，触发后消失）,false,false,false
阎天护铠,其他,免伤提高80%，状态消失时，对周围2圈内所有敌人造成0.3倍范围伤害（持续1回合，受到伤害后消失）,false,false,false
阎天护铠·壹,其他,免伤提高80%，状态消失时，对周围2圈内所有敌人造成0.5倍范围伤害（持续1回合，受到伤害后消失）,false,false,false
阎天护铠·贰,其他,免伤、暴击抗性提高80%，状态消失时，对周围2圈内所有敌人造成0.5倍范围伤害，恢复自身100%气血（持续1回合，受到伤害后消失）,false,false,false
阎天魔能,其他,状态消失或重置时，对周围2圈内所有敌人造成0.3倍范围伤害,false,false,false
防卫,其他,免伤提高20%，代替2格内友方承受攻击（「对战后」消失）,false,false,false
阳,其他,只可朝携带「阴」状态的敌方角色移动。遭受「四象明月」或携带「阴」状态敌方攻击后，扩散自身2个「有害状态」给2格范围的其他友方。,false,false,false
阴,其他,遭受携带「阳」状态的敌方攻击后恢复自身和「四象明月」已损失50%气血并复制自身2个「有益状态」给「四象明月」。,false,false,false
降伏,有害,无法使用主动「绝学」，所有被动「绝学」失效,false,false,false
降曜,其他,无法再通过「浑天推星·贰式」展开结界「无方幻界」。,false,false,false
降灵,有益,若自身气血100%，「先祖庇佑」范围内的其他友方无法被敌人选中。,false,false,false
降疗I,有害,治疗效果降低20%,true,false,false
障眼I,有害,会心-30%,true,false,false
障眼II,有害,会心-35%,true,false,false
雷劫,其他,行动结束时，如果自身菱形2格内有其它友方单位，则将「雷劫」替换为「晕眩」，持续1回合。,false,false,false
雷场,其他,遭受暴击概率+20%,false,false,false
雷电空间,其他,自身2格范围内，友方角色主动发起对战时，「对战中」伤害提高10%，对冰属相敌人额外提升10%。（1回合限定发动2次）,false,false,false
雷电空间,其他,自身2格范围内，友方角色主动发起对战时，「对战中」伤害、暴击率提高10%，对冰属相敌人额外提升10%。（1回合限定发动3次）,false,false,false
雷电空间,其他,自身2格范围内，友方角色主动发起对战时，「对战中」伤害、暴击率提高10%，对冰属相敌人额外提升15%。（1回合限定发动3次）,false,false,false
雷铠,有益,遭受暴击伤害降低20%（受到暴击后消耗）,true,false,false
霜冻,其他,移动力-1,false,false,false
霜铠,有益,主动攻击「对战中」遭受伤害降低30%。（主动攻击「对战中」受到伤害后消耗）,true,false,false
韶光灵元盾,其他,每层法防和免伤提高15%，遭受攻击受到伤害后减少1层，并为3格范围内友方角色驱散1个「有害状态」（上限3层）,false,false,false
颂祝,其他,受治疗效果提升30%，且行动结束时，驱散自身2格范围内所有友方1个「有害状态」（不可驱散））,false,false,false
颤栗,有害,无法选中施加者，状态消失时替换为「虚损I」，持续1回合,true,false,false
飞灰,其他,2格内的敌人，若不携带「有益状态」则暴击率和治疗效果降低20%，主动释放技能前，使其2个「有益状态」变为随机「有害状态」，获得或刷新「遁地」状态时该状态持续回合数刷新至2回合。,false,false,false
飞羽,其他,攻击射程+1，主动攻击「对战后」获得再移动（2格）（不可驱散）,false,false,false
餍足,其他,获得时立刻恢复15%气血,false,false,false
魁兽,其他,3格范围内每有1个敌方单位，双防提升10%（最高30%）,false,false,false
魂创,其他,物攻-5%（最多叠加3层，不可免疫）,false,false,false
魂魄之力,其他,法术穿透+3%，使用绝学后恢复自身气血（恢复量为施术者法攻的0.2倍）（上限5层，不可驱散）,false,false,false
魅惑,其他,受到暴击概率+30%，无法选中施加者,false,false,false
魉生,其他,法攻+4%/5%/6%/7%、免伤+1%/2%/3%/4%，（上限5层，若本回合未主动攻击或释放绝学，行动结束时，减少1层）,false,false,false
鲛力,其他,射程+1，免伤提高20%，遭受暴击率降低20%，天赋造成的追加伤害倍率提高0.2倍,false,false,false
鹿王,其他,不可被敌方选中，3格范围内敌方无法获得气力且主动远程攻击「对战中」伤害和暴击率降低20%（不可驱散）,false,false,false
麻痹,有害,无法进行反击,true,false,false
齐天,其他,暴击率、追击伤害提升30%，造成伤害后恢复自身气血，恢复量为本次伤害的30%（「齐天」状态下，无法获得「斗战」状态）,false,false,false
龙骧,其他,遭受近战攻击「对战前」自身恢复20%气血，且「对战中」发动「先攻」（触发后消耗，触发时若处于己方「真炎」地形额外恢复20%气血，不可驱散）,false,false,false
